,Unnamed: 0,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold,label_index
3132,3132,tr,Q8AXW2,Q8AXW2_BUNMU,phospholipase A2,Bungarus multicinctus,8616,3,Phospholipase_A2(PLA2),train,2
3133,3133,tr,Q6TAR7,Q6TAR7_BUNCA,phospholipase A2 (Fragment),Bungarus candidus,92438,2,Phospholipase_A2(PLA2),train,2
3134,3134,tr,A0A193CHJ6,A0A193CHJ6_9SAUR,Phospholipase A2,Crotalus pricei,35027,2,Phospholipase_A2(PLA2),train,2
3135,3135,tr,A0A193CHK0,A0A193CHK0_CROMN,Phospholipase A2_1,Crotalus molossus nigrescens,8734,2,Phospholipase_A2(PLA2),val,2
3136,3136,tr,A0A193CHK8,A0A193CHK8_CROCE,Phospholipase A2_2,Crotalus cerberus,36309,2,Phospholipase_A2(PLA2),train,2
3137,3137,tr,A0A193CHK6,A0A193CHK6_CROBA,Phospholipase A2_2,Crotalus basiliscus,8744,2,Phospholipase_A2(PLA2),train,2
3138,3138,tr,A0A193CHL0,A0A193CHL0_CROBA,Phospholipase A2_1,Crotalus basiliscus,8744,2,Phospholipase_A2(PLA2),train,2
3139,3139,tr,A0A193CHJ1,A0A193CHJ1_CROTA,Phospholipase A2_2,Crotalus tzabcan,1043006,2,Phospholipase_A2(PLA2),train,2
3140,3140,tr,A0A193CHJ8,A0A193CHJ8_CROMN,Phospholipase A2_2,Crotalus molossus nigrescens,8734,2,Phospholipase_A2(PLA2),train,2
3141,3141,tr,A0A193CHK3,A0A193CHK3_CROCE,Phospholipase A2_1,Crotalus cerberus,36309,2,Phospholipase_A2(PLA2),train,2
3142,3142,tr,A0A193CHK5,A0A193CHK5_CROMN,Phospholipase A2_3,Crotalus molossus nigrescens,8734,2,Phospholipase_A2(PLA2),train,2
3143,3143,tr,A0A193CHK2,A0A193CHK2_CROCL,Phospholipase A2_3,Crotalus concolor,8740,2,Phospholipase_A2(PLA2),train,2
3144,3144,tr,T1DJY7,T1DJY7_CROHD,Phospholipase A2 7,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),train,2
3145,3145,tr,T1E3Y1,T1E3Y1_CROHD,Phospholipase A2 6,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),train,2
3146,3146,tr,Q2ES53,Q2ES53_DABRR,phospholipase A2,Daboia russelii russelii,31159,2,Phospholipase_A2(PLA2),train,2
3147,3147,tr,Q2ES52,Q2ES52_DABRR,phospholipase A2,Daboia russelii russelii,31159,2,Phospholipase_A2(PLA2),train,2
3148,3148,tr,T1DH13,T1DH13_CROHD,Phospholipase A2 8,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),train,2
3149,3149,tr,T1E3Y3,T1E3Y3_CROHD,Phospholipase A2 1b,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),test,2
3150,3150,tr,Q2ES51,Q2ES51_DABRR,phospholipase A2,Daboia russelii russelii,31159,2,Phospholipase_A2(PLA2),train,2
3151,3151,tr,T1D6N7,T1D6N7_CROHD,Phospholipase A2 9,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),test,2
3152,3152,tr,T1D6P2,T1D6P2_CROHD,Phospholipase A2 4,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),train,2
3153,3153,tr,T1E3C7,T1E3C7_CROHD,Phospholipase A2 5,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),train,2
3154,3154,tr,A0AAW1AWA5,A0AAW1AWA5_CROAD,Hepatic triacylglycerol lipase,Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),test,2
3155,3155,tr,A0AAW1B9Q7,A0AAW1B9Q7_CROAD,Group XIIA secretory phospholipase A2,Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),train,2
3156,3156,tr,L8B360,L8B360_PROEL,phospholipase A2,Protobothrops elegans,88086,3,Phospholipase_A2(PLA2),train,2
3157,3157,tr,A0A0B8RV61,A0A0B8RV61_CROHD,Phospholipase A2 1b,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3158,3158,tr,U3FYP1,U3FYP1_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3159,3159,tr,Q7LZQ5,Q7LZQ5_VIPAS,Phospholipase A2 II (Fragment),Vipera aspis,8706,3,Phospholipase_A2(PLA2),test,2
3160,3160,tr,J3S3V6,J3S3V6_CROAD,Phospholipase A2 6,Crotalus adamanteus,8729,2,Phospholipase_A2(PLA2),train,2
3161,3161,tr,J3S823,J3S823_CROAD,Phospholipase A2 2,Crotalus adamanteus,8729,2,Phospholipase_A2(PLA2),train,2
3162,3162,tr,J3SBP4,J3SBP4_CROAD,Phospholipase A2 4,Crotalus adamanteus,8729,2,Phospholipase_A2(PLA2),val,2
3163,3163,tr,J3SDW0,J3SDW0_CROAD,Phospholipase A2 5,Crotalus adamanteus,8729,2,Phospholipase_A2(PLA2),test,2
3164,3164,tr,U5HS76,U5HS76_OVOMO,Phospholipase A2,Ovophis monticola,103941,3,Phospholipase_A2(PLA2),test,2
3165,3165,tr,U5HS18,U5HS18_OVOMO,Phospholipase A2,Ovophis monticola,103941,3,Phospholipase_A2(PLA2),train,2
3166,3166,tr,T1E5I4,T1E5I4_CROHD,Peroxiredoxin-6,Crotalus horridus,35024,2,Phospholipase_A2(PLA2),test,2
3167,3167,tr,U3EPE2,U3EPE2_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3168,3168,tr,U3FA98,U3FA98_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3169,3169,tr,U3FAA2,U3FAA2_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3170,3170,tr,U3FAA7,U3FAA7_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3171,3171,tr,U3FVF0,U3FVF0_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3172,3172,tr,U3EPD4,U3EPD4_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3173,3173,tr,U3F569,U3F569_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3174,3174,tr,U3F588,U3F588_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3175,3175,tr,U3FA82,U3FA82_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3176,3176,tr,U3FAB0,U3FAB0_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3177,3177,tr,U3FYP2,U3FYP2_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3178,3178,tr,U3FYP8,U3FYP8_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3179,3179,tr,U3EPD8,U3EPD8_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3180,3180,tr,U3F561,U3F561_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3181,3181,tr,U3F565,U3F565_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),val,2
3182,3182,tr,U3F5A1,U3F5A1_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3183,3183,tr,U3FA85,U3FA85_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3184,3184,tr,U3FA91,U3FA91_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3185,3185,tr,U3FVE4,U3FVE4_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3186,3186,tr,U3FVF5,U3FVF5_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3187,3187,tr,U3FVG1,U3FVG1_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3188,3188,tr,U3FYN8,U3FYN8_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3189,3189,tr,U3FYP4,U3FYP4_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3190,3190,tr,U3FYP7,U3FYP7_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3191,3191,tr,U3EPF6,U3EPF6_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3192,3192,tr,U3FVF2,U3FVF2_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3193,3193,tr,U3FYP6,U3FYP6_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3194,3194,tr,A0A024AXD2,A0A024AXD2_MICIK,Phospholipase A2,Micropechis ikaheca,66188,2,Phospholipase_A2(PLA2),train,2
3195,3195,tr,U3EPD1,U3EPD1_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3196,3196,tr,U3EPF3,U3EPF3_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3197,3197,tr,U3EPG6,U3EPG6_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3198,3198,tr,U3F592,U3F592_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3199,3199,tr,U3FVF9,U3FVF9_MICFL,phospholipase A2,Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),test,2
3200,3200,tr,A0A0K8RSA2,A0A0K8RSA2_CROHD,Phospholipase A2 3d,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3201,3201,tr,A0A0K8RSA5,A0A0K8RSA5_CROHD,Phospholipase A2 2b,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3202,3202,tr,A0A0K8RSB8,A0A0K8RSB8_CROHD,Phospholipase A2 3b,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3203,3203,tr,A0A0K8RYW0,A0A0K8RYW0_CROHD,Phospholipase A2 1d,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),val,2
3204,3204,tr,A0A8C6Y654,A0A8C6Y654_NAJNA,Secretory phospholipase A2 receptor,Naja naja,35670,3,Phospholipase_A2(PLA2),val,2
3205,3205,tr,A0A0K8RS99,A0A0K8RS99_CROHD,Phospholipase A2 3c,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3206,3206,tr,A0A0K8RSG0,A0A0K8RSG0_CROHD,Phospholipase A2 1c,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),val,2
3207,3207,tr,A0A0K8RYS5,A0A0K8RYS5_CROHD,Phospholipase A2 1e,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3208,3208,tr,A0A0K8RZ17,A0A0K8RZ17_CROHD,Phospholipase A2 1c,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),val,2
3209,3209,tr,A0A0K8S034,A0A0K8S034_CROHD,Phospholipase A2 2,Crotalus horridus,35024,3,Phospholipase_A2(PLA2),train,2
3210,3210,tr,A0A193CHK7,A0A193CHK7_CROBA,Phospholipase A2_3 Crotoxin-like basic B subunit,Crotalus basiliscus,8744,2,Phospholipase_A2(PLA2),train,2
3211,3211,tr,A0A193CHI7,A0A193CHI7_CROTA,Phospholipase A2_1 Crotoxin-like acidic A chain,Crotalus tzabcan,1043006,2,Phospholipase_A2(PLA2),val,2
3212,3212,tr,A0A1J0R049,A0A1J0R049_CROSS,"Phospholipase A2, group IIE",Crotalus scutulatus scutulatus,8738,3,Phospholipase_A2(PLA2),train,2
3213,3213,tr,A0A1J0R065,A0A1J0R065_CROAT,"Phospholipase A2, group IIE",Crotalus atrox,8730,3,Phospholipase_A2(PLA2),train,2
3214,3214,tr,A0A1J0R068,A0A1J0R068_CROAT,"Phospholipase A2, group IIF",Crotalus atrox,8730,3,Phospholipase_A2(PLA2),train,2
3215,3215,tr,A0A1J0R087,A0A1J0R087_CROAD,"Phospholipase A2, group IID",Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),train,2
3216,3216,tr,A0A1J0R053,A0A1J0R053_CROSS,"Phospholipase A2, group IIF",Crotalus scutulatus scutulatus,8738,3,Phospholipase_A2(PLA2),val,2
3217,3217,tr,A0A1J0R094,A0A1J0R094_CROAD,"Phospholipase A2, group IIE",Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),train,2
3218,3218,tr,A0A1J0R079,A0A1J0R079_CROAT,"Phospholipase A2, group IIE",Crotalus atrox,8730,3,Phospholipase_A2(PLA2),test,2
3219,3219,tr,A0A1J0R091,A0A1J0R091_CROAD,"Phospholipase A2, group IIF",Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),val,2
3220,3220,tr,Q2TU95,Q2TU95_SISTE,Phospholipase A2,Sistrurus tergeminus,8757,2,Phospholipase_A2(PLA2),train,2
3221,3221,tr,F8J2D1,F8J2D1_DRYCN,Putative phospholipase A2 PS31,Drysdalia coronoides,66186,2,Phospholipase_A2(PLA2),train,2
3222,3222,tr,B3EXG9,B3EXG9_MICFL,phospholipase A2 (Fragment),Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3223,3223,tr,B3EXG8,B3EXG8_MICFL,phospholipase A2 (Fragment),Micrurus fulvius,8637,2,Phospholipase_A2(PLA2),train,2
3224,3224,tr,R4FI79,R4FI79_9SAUR,phospholipase A2,Brachyurophis roperi,1295043,2,Phospholipase_A2(PLA2),train,2
3225,3225,tr,R4G2E0,R4G2E0_9SAUR,phospholipase A2,Brachyurophis roperi,1295043,2,Phospholipase_A2(PLA2),train,2
3226,3226,tr,R4G7E9,R4G7E9_9SAUR,phospholipase A2,Brachyurophis roperi,1295043,2,Phospholipase_A2(PLA2),train,2
3227,3227,tr,A8E2V6,A8E2V6_CERGO,D1E6b phospholipase A2,Cerrophidion godmani,44722,2,Phospholipase_A2(PLA2),train,2
3228,3228,tr,A8E2V7,A8E2V7_CERGO,R6K49 phospholipase A2 (Fragment),Cerrophidion godmani,44722,2,Phospholipase_A2(PLA2),train,2
3229,3229,tr,A8E2V5,A8E2V5_CERGO,N1E6a phospholipase A2,Cerrophidion godmani,44722,2,Phospholipase_A2(PLA2),train,2
3230,3230,tr,B0LSG8,B0LSG8_SISTE,Phospholipase A2,Sistrurus tergeminus,8757,2,Phospholipase_A2(PLA2),train,2
3231,3231,tr,B3RFI8,B3RFI8_DABRR,phospholipase A2,Daboia russelii limitis,338883,2,Phospholipase_A2(PLA2),train,2
3232,3232,tr,B3RFI6,B3RFI6_DABRR,phospholipase A2,Daboia russelii limitis,338883,2,Phospholipase_A2(PLA2),train,2
3233,3233,tr,B3RFI7,B3RFI7_DABRR,phospholipase A2,Daboia russelii limitis,338883,2,Phospholipase_A2(PLA2),train,2
3234,3234,tr,A0AAW1ARB3,A0AAW1ARB3_CROAD,Phospholipase A2 like otoconin-22-like,Crotalus adamanteus,8729,3,Phospholipase_A2(PLA2),train,2
3235,3235,tr,A0A2D4LJS7,A0A2D4LJS7_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3236,3236,tr,A0A2D4LKP4,A0A2D4LKP4_9SAUR,phospholipase A2,Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3237,3237,tr,A0A2H6MW32,A0A2H6MW32_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3238,3238,tr,A0A2H6N1H7,A0A2H6N1H7_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3239,3239,tr,A0A2D4G8M7,A0A2D4G8M7_MICCO,phospholipase A2,Micrurus corallinus,54390,3,Phospholipase_A2(PLA2),train,2
3240,3240,tr,A0A2D4IRJ0,A0A2D4IRJ0_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3241,3241,tr,A0A2D4J1S7,A0A2D4J1S7_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3242,3242,tr,A0A2D4LJR5,A0A2D4LJR5_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3243,3243,tr,A0A2D4LK05,A0A2D4LK05_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),test,2
3244,3244,tr,A0A2D4N508,A0A2D4N508_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3245,3245,tr,A0A2D4PRR8,A0A2D4PRR8_MICSU,phospholipase A2,Micrurus surinamensis,129470,3,Phospholipase_A2(PLA2),train,2
3246,3246,tr,A0A2D4PTY2,A0A2D4PTY2_MICSU,phospholipase A2 (Fragment),Micrurus surinamensis,129470,3,Phospholipase_A2(PLA2),train,2
3247,3247,tr,A0A2H6MVK4,A0A2H6MVK4_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3248,3248,tr,A0A2H6MZQ2,A0A2H6MZQ2_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3249,3249,tr,A0A2H6NFN0,A0A2H6NFN0_9SAUR,phospholipase A2,Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),test,2
3250,3250,tr,A0A2H6NFQ4,A0A2H6NFQ4_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3251,3251,tr,A0A2D4J1M6,A0A2D4J1M6_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3252,3252,tr,A0A2D4J1P6,A0A2D4J1P6_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3253,3253,tr,A0A2D4LJR2,A0A2D4LJR2_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3254,3254,tr,A0A2D4MX56,A0A2D4MX56_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3255,3255,tr,A0A2H6NIR3,A0A2H6NIR3_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3256,3256,tr,A0A2D4ISD1,A0A2D4ISD1_MICLE,phospholipase A2,Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3257,3257,tr,A0A2D4J1R0,A0A2D4J1R0_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),test,2
3258,3258,tr,A0A2D4J1T5,A0A2D4J1T5_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3259,3259,tr,A0A2D4L945,A0A2D4L945_9SAUR,phospholipase A2 (Fragment),Micrurus paraensis,1970185,3,Phospholipase_A2(PLA2),train,2
3260,3260,tr,A0A2D4NMD6,A0A2D4NMD6_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3261,3261,tr,A0A2D4PRN1,A0A2D4PRN1_MICSU,phospholipase A2,Micrurus surinamensis,129470,3,Phospholipase_A2(PLA2),train,2
3262,3262,tr,A0A2H6MW53,A0A2H6MW53_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3263,3263,tr,A0A2H6N4A4,A0A2H6N4A4_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3264,3264,tr,A0A2H6NAU5,A0A2H6NAU5_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3265,3265,tr,A0A2D4ISG3,A0A2D4ISG3_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3266,3266,tr,A0A2D4J1R6,A0A2D4J1R6_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3267,3267,tr,A0A2D4J1S8,A0A2D4J1S8_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3268,3268,tr,A0A2D4JI11,A0A2D4JI11_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3269,3269,tr,A0A2D4JI29,A0A2D4JI29_MICLE,phospholipase A2 (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Phospholipase_A2(PLA2),train,2
3270,3270,tr,A0A2D4LJT5,A0A2D4LJT5_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3271,3271,tr,A0A2D4LJU6,A0A2D4LJU6_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3272,3272,tr,A0A2D4MV36,A0A2D4MV36_9SAUR,phospholipase A2 (Fragment),Micrurus spixii,129469,3,Phospholipase_A2(PLA2),train,2
3273,3273,tr,A0A2D4PAV8,A0A2D4PAV8_MICSU,phospholipase A2 (Fragment),Micrurus surinamensis,129470,3,Phospholipase_A2(PLA2),train,2
3274,3274,tr,A0A2D4PZ69,A0A2D4PZ69_MICSU,phospholipase A2 (Fragment),Micrurus surinamensis,129470,3,Phospholipase_A2(PLA2),train,2
3275,3275,tr,A0A2H6MW34,A0A2H6MW34_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3276,3276,tr,A0A2H6NBA3,A0A2H6NBA3_9SAUR,phospholipase A2 (Fragment),Micrurus carvalhoi,3147026,3,Phospholipase_A2(PLA2),train,2
3277,3277,tr,A0A194AR64,A0A194AR64_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3278,3278,tr,A0A194AR68,A0A194AR68_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3279,3279,tr,A0A194AR73,A0A194AR73_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3280,3280,tr,A0A194ARA5,A0A194ARA5_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3281,3281,tr,A0A194ARB4,A0A194ARB4_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3282,3282,tr,A0A194AS87,A0A194AS87_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3283,3283,tr,A0A194AT57,A0A194AT57_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3284,3284,tr,A0A194AT61,A0A194AT61_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3285,3285,tr,A0A898IPP8,A0A898IPP8_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3286,3286,tr,B2YHV1,B2YHV1_DABSI,phospholipase A2,Daboia siamensis,343250,2,Phospholipase_A2(PLA2),train,2
3287,3287,tr,A0A0B4U791,A0A0B4U791_PROTO,Phospholipase A2,Protobothrops tokarensis,61225,2,Phospholipase_A2(PLA2),train,2
3288,3288,tr,A0A194AP70,A0A194AP70_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3289,3289,tr,A0A194APA1,A0A194APA1_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3290,3290,tr,A0A194AR59,A0A194AR59_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3291,3291,tr,A0A194AS68,A0A194AS68_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3292,3292,tr,A0A194AT46,A0A194AT46_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3293,3293,tr,A0A194AT52,A0A194AT52_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3294,3294,tr,A0A898ILK1,A0A898ILK1_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3295,3295,tr,A0A898IM03,A0A898IM03_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3296,3296,tr,A0A898IPN5,A0A898IPN5_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3297,3297,tr,A0A194AP74,A0A194AP74_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3298,3298,tr,A0A194AP88,A0A194AP88_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3299,3299,tr,A0A194AS78,A0A194AS78_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3300,3300,tr,A0A194AS82,A0A194AS82_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3301,3301,tr,A0A194AT64,A0A194AT64_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3302,3302,tr,A0A898INB8,A0A898INB8_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3303,3303,tr,A0A898ING8,A0A898ING8_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3304,3304,tr,B2YHV5,B2YHV5_DABSI,phospholipase A2,Daboia siamensis,343250,3,Phospholipase_A2(PLA2),train,2
3305,3305,tr,A0A194AR49,A0A194AR49_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3306,3306,tr,A0A194ARC7,A0A194ARC7_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3307,3307,tr,A0A194AS73,A0A194AS73_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),test,2
3308,3308,tr,A0A898IM16,A0A898IM16_CALBG,phospholipase A2,Calliophis bivirgatus,8633,2,Phospholipase_A2(PLA2),train,2
3309,3309,tr,A0A194AP65,A0A194AP65_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3310,3310,tr,A0A194ARA9,A0A194ARA9_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),train,2
3311,3311,tr,A0A194ARB9,A0A194ARB9_9SAUR,phospholipase A2,Micrurus tener,1114301,3,Phospholipase_A2(PLA2),val,2
