,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold
895,tr,V8NC20,V8NC20_OPHHA,Cytosolic phospholipase A2 beta (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
896,tr,V8NIR9,V8NIR9_OPHHA,Cytosolic phospholipase A2 zeta (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
897,tr,A0A2D4PV26,A0A2D4PV26_MICSU,Phospholipase A2 domain-containing protein,Micrurus surinamensis,129470,4,Clustered_Phospholipase_A2(PLA2),train
898,tr,A0A2D4HA38,A0A2D4HA38_MICLE,Phospholipase A2 domain-containing protein (Fragment),Micrurus lemniscatus lemniscatus,129467,4,Clustered_Phospholipase_A2(PLA2),train
899,tr,A0A2D4MSI7,A0A2D4MSI7_9SAUR,Phospholipase A2 domain-containing protein (Fragment),Micrurus spixii,129469,4,Clustered_Phospholipase_A2(PLA2),train
900,tr,A0A2D4NC45,A0A2D4NC45_9SAUR,Phospholipase A2 domain-containing protein (Fragment),Micrurus spixii,129469,4,Clustered_Phospholipase_A2(PLA2),val
901,tr,A0A0F7Z5B9,A0A0F7Z5B9_MICFL,Calcium-independent phospholipase A2-gamma,Micrurus fulvius,8637,2,Clustered_Phospholipase_A2(PLA2),train
902,tr,A0AAW1BER9,A0AAW1BER9_CROAD,Phospholipase A2 inhibitor subunit A,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
903,tr,A0AAW1C5H5,A0AAW1C5H5_CROAD,Cytosolic phospholipase A2 epsilon-like,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
904,tr,A0AAW1C5T6,A0AAW1C5T6_CROAD,Cytosolic phospholipase A2 beta-like,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),val
905,tr,A0A223PK42,A0A223PK42_DABRR,Group 4C secretory phospholipase A2 (Fragment),Daboia russelii,8707,2,Clustered_Phospholipase_A2(PLA2),test
906,tr,A0AAW1C5U7,A0AAW1C5U7_CROAD,Cytosolic phospholipase A2 epsilon-like,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
907,tr,A0AAW1C3S6,A0AAW1C3S6_CROAD,Phospholipase A2 inhibitor subunit B,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),test
908,tr,A0AAW1B4U9,A0AAW1B4U9_CROAD,PLA2G4C: Cytosolic phospholipase A2 gamma,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
909,tr,A0AAW1C6H3,A0AAW1C6H3_CROAD,Cytosolic phospholipase A2 epsilon-like,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
910,tr,A0A6P9DRR7,A0A6P9DRR7_PANGU,Phospholipase A2 inhibitor subunit gamma B-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
911,tr,A0A6I9Z7H0,A0A6I9Z7H0_9SAUR,Phospholipase A2 inhibitor 25 kDa subunit-like,Thamnophis sirtalis,35019,4,Clustered_Phospholipase_A2(PLA2),train
912,tr,A0A6J1V1V0,A0A6J1V1V0_9SAUR,Phospholipase A2 inhibitor subunit gamma B-like,Notechis scutatus,8663,4,Clustered_Phospholipase_A2(PLA2),test
913,tr,A0A6P9B6L0,A0A6P9B6L0_PANGU,Phospholipase A2 inhibitor subunit gamma B-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
914,tr,V8N1D8,V8N1D8_OPHHA,Phospholipase A2 domain-containing protein (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
915,tr,V8PF92,V8PF92_OPHHA,Phosphatidylinositol-glycan-specific phospholipase D (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),test
916,tr,A0A2D4MU97,A0A2D4MU97_9SAUR,Inactive phospholipase C-like protein 2,Micrurus spixii,129469,4,Clustered_Phospholipase_A2(PLA2),train
917,tr,A0A6I9XSF4,A0A6I9XSF4_9SAUR,Phospholipase A2 inhibitor subunit gamma B-like,Thamnophis sirtalis,35019,3,Clustered_Phospholipase_A2(PLA2),train
918,tr,A0A9F3QSR7,A0A9F3QSR7_PYTBI,Phospholipase A2 inhibitor subunit gamma B-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
919,tr,A0AAW1BJX9,A0AAW1BJX9_CROAD,Group 10 secretory phospholipase A2-like,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
920,tr,A0AAW1ARP3,A0AAW1ARP3_CROAD,Patatin-like phospholipase domain-containing protein 7,Crotalus adamanteus,8729,4,Clustered_Phospholipase_A2(PLA2),train
921,tr,A0A2D4PPT8,A0A2D4PPT8_MICSU,Phosphatidylinositol-specific phospholipase C X domain-containing protein (Fragment),Micrurus surinamensis,129470,4,Clustered_Phospholipase_A2(PLA2),train
922,tr,A0A2D4F619,A0A2D4F619_MICCO,Phosphatidylinositol-specific phospholipase C X domain-containing protein (Fragment),Micrurus corallinus,54390,4,Clustered_Phospholipase_A2(PLA2),train
923,tr,A0A2D4N989,A0A2D4N989_9SAUR,Phospholipase C-beta C-terminal domain-containing protein (Fragment),Micrurus spixii,129469,4,Clustered_Phospholipase_A2(PLA2),train
924,tr,A0A2H6NCR1,A0A2H6NCR1_9SAUR,Phospholipase C-beta C-terminal domain-containing protein,Micrurus carvalhoi,3147026,4,Clustered_Phospholipase_A2(PLA2),train
925,tr,A0A2D4K639,A0A2D4K639_9SAUR,Phosphatidylinositol-specific phospholipase C X domain-containing protein (Fragment),Micrurus paraensis,1970185,4,Clustered_Phospholipase_A2(PLA2),train
926,tr,A0A2D4LH86,A0A2D4LH86_9SAUR,Phospholipase C-beta C-terminal domain-containing protein (Fragment),Micrurus spixii,129469,4,Clustered_Phospholipase_A2(PLA2),train
927,tr,A0A2D4GEA2,A0A2D4GEA2_MICCO,Phosphatidylinositol-specific phospholipase C X domain-containing protein (Fragment),Micrurus corallinus,54390,4,Clustered_Phospholipase_A2(PLA2),train
928,tr,A0A2D4Q239,A0A2D4Q239_MICSU,Phospholipase C-beta C-terminal domain-containing protein (Fragment),Micrurus surinamensis,129470,4,Clustered_Phospholipase_A2(PLA2),train
929,tr,V8N859,V8N859_OPHHA,Group XIIB secretory phospholipase A2-like protein (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
930,tr,V8P7N8,V8P7N8_OPHHA,Patatin-like phospholipase domain-containing protein 4 (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
931,tr,V8N8M5,V8N8M5_OPHHA,Group XIIB secretory phospholipase A2-like protein (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
932,tr,A0A9F3QVF9,A0A9F3QVF9_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
933,tr,A0A9F3QTX8,A0A9F3QTX8_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
934,tr,A0A6I9Y6Q2,A0A6I9Y6Q2_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Thamnophis sirtalis,35019,3,Clustered_Phospholipase_A2(PLA2),train
935,tr,A0A6P9DF84,A0A6P9DF84_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Pantherophis guttatus,94885,3,Clustered_Phospholipase_A2(PLA2),test
936,tr,A0A9F2R8X3,A0A9F2R8X3_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
937,tr,A0A6P9B2J9,A0A6P9B2J9_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
938,tr,A0A6P9DFW6,A0A6P9DFW6_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
939,tr,A0A6J1V1U1,A0A6J1V1U1_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Notechis scutatus,8663,4,Clustered_Phospholipase_A2(PLA2),train
940,tr,A0A6P9DD93,A0A6P9DD93_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
941,tr,A0A9F2RDZ6,A0A9F2RDZ6_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
942,tr,A0A6P9DEV7,A0A6P9DEV7_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
943,tr,A0A6P9DFX1,A0A6P9DFX1_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
944,tr,A0A9F3QVY1,A0A9F3QVY1_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
945,tr,A0A9F5JCG2,A0A9F5JCG2_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
946,tr,A0A6P9DT82,A0A6P9DT82_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,4,Clustered_Phospholipase_A2(PLA2),train
947,tr,A0A9F2R4S9,A0A9F2R4S9_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),val
948,tr,A0A2D4PNV7,A0A2D4PNV7_MICSU,MITD1 C-terminal phospholipase D-like domain-containing protein,Micrurus surinamensis,129470,4,Clustered_Phospholipase_A2(PLA2),train
949,tr,A0A6J1W0A0,A0A6J1W0A0_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Notechis scutatus,8663,3,Clustered_Phospholipase_A2(PLA2),train
950,tr,A0A9F2RF70,A0A9F2RF70_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
951,tr,A0A9F5J9E7,A0A9F5J9E7_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
952,tr,A0A9F2WKG4,A0A9F2WKG4_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
953,tr,A0A6I9Z373,A0A6I9Z373_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Thamnophis sirtalis,35019,3,Clustered_Phospholipase_A2(PLA2),val
954,tr,A0A6J1VBH9,A0A6J1VBH9_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Notechis scutatus,8663,4,Clustered_Phospholipase_A2(PLA2),train
955,tr,A0A6J1V1W8,A0A6J1V1W8_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Notechis scutatus,8663,3,Clustered_Phospholipase_A2(PLA2),train
956,tr,V8N4V5,V8N4V5_OPHHA,Phospholipase C-beta C-terminal domain-containing protein (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
957,tr,V8N9T1,V8N9T1_OPHHA,Phospholipase C-beta C-terminal domain-containing protein (Fragment),Ophiophagus hannah,8665,4,Clustered_Phospholipase_A2(PLA2),train
958,tr,A0A9F2WEY4,A0A9F2WEY4_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
959,tr,A0A6P9DFW3,A0A6P9DFW3_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,3,Clustered_Phospholipase_A2(PLA2),train
960,tr,A0A9F2RBY1,A0A9F2RBY1_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),val
961,tr,A0A9F5MV96,A0A9F5MV96_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
962,tr,A0A9F5MWZ2,A0A9F5MWZ2_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Python bivittatus,176946,3,Clustered_Phospholipase_A2(PLA2),train
963,tr,A0A6P9DRS6,A0A6P9DRS6_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Pantherophis guttatus,94885,3,Clustered_Phospholipase_A2(PLA2),train
964,tr,A0A9F5IUT3,A0A9F5IUT3_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like isoform X2,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),val
965,tr,A0A8C6VGE5,A0A8C6VGE5_NAJNA,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Naja naja,35670,3,Clustered_Phospholipase_A2(PLA2),train
966,tr,A0A8C5WN98,A0A8C5WN98_LATLA,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Laticauda laticaudata,8630,3,Clustered_Phospholipase_A2(PLA2),train
967,tr,A0A8C5WVI8,A0A8C5WVI8_LATLA,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Laticauda laticaudata,8630,3,Clustered_Phospholipase_A2(PLA2),train
968,tr,A0A9F2WK46,A0A9F2WK46_PYTBI,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like isoform X1,Python bivittatus,176946,4,Clustered_Phospholipase_A2(PLA2),train
969,tr,A0A6P9DDY5,A0A6P9DDY5_PANGU,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like isoform X1,Pantherophis guttatus,94885,3,Clustered_Phospholipase_A2(PLA2),train
970,tr,A0A2D4JFS9,A0A2D4JFS9_MICLE,Phosphoinositide phospholipase C beta 1-4-like EF-hand domain-containing protein (Fragment),Micrurus lemniscatus lemniscatus,129467,4,Clustered_Phospholipase_A2(PLA2),train
971,tr,A0A6I9XXF5,A0A6I9XXF5_9SAUR,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,Thamnophis sirtalis,35019,4,Clustered_Phospholipase_A2(PLA2),train
972,tr,A0A8C6VN86,A0A8C6VN86_NAJNA,Phospholipase A2 inhibitor N-terminal domain-containing protein,Naja naja,35670,3,Clustered_Phospholipase_A2(PLA2),train
973,tr,A0A6P9DDY0,A0A6P9DDY0_PANGU,Phospholipase A2 inhibitor subunit gamma B-like isoform X1,Pantherophis guttatus,94885,3,Clustered_Phospholipase_A2(PLA2),train
974,sp,P0DJ42,VM1CR_CROAT,Snake venom metalloproteinase crotalin (Fragment),Crotalus atrox,8730,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
975,sp,P0CB14,VM1K_CALRH,Snake venom metalloproteinase kistomin,Calloselasma rhodostoma,8717,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
976,sp,P84035,VM3BA_BOTAS,Snake venom metalloproteinase basparin-A (Fragment),Bothrops asper,8722,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
977,sp,A3R0T9,VM3_OPHHA,Zinc metalloproteinase-disintegrin-like ohanin,Ophiophagus hannah,8665,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
978,sp,P85420,VM11_BOTAT,Snake venom metalloproteinase atroxlysin-1,Bothrops atrox,8725,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
979,sp,P15167,VM1AD_CROAT,Snake venom metalloproteinase atrolysin-D,Crotalus atrox,8730,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
980,sp,Q9IAB0,VM2CO_AGKCO,Zinc metalloproteinase/disintegrin,Agkistrodon contortrix contortrix,8713,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
981,sp,P0DJ43,VM3_MICIK,Zinc metalloproteinase-disintegrin-like mikarin (Fragment),Micropechis ikaheca,66188,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
982,sp,P60244,VM1A3_DEIAC,Snake venom metalloproteinase acutolysin-C,Deinagkistrodon acutus,36307,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
983,sp,U5PZ28,VM2H1_BOTLA,Zinc metalloproteinase-disintegrin BlatH1,Bothriechis lateralis,44727,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
984,sp,P0C7B1,VM3BG_BOTAL,Zinc metalloproteinase-disintegrin-like BaG (Fragment),Bothrops alternatus,64174,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
985,sp,P0DJE2,VM3A_VIPAA,Zinc metalloproteinase-disintegrin-like ammodytagin (Fragment),Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
986,sp,P86802,VM1H1_BOTMA,Snake venom metalloproteinase HF-1,Bothrops marajoensis,157554,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
987,sp,P0DJ44,VM3_VIPAA,Zinc metalloproteinase-disintegrin-like VaH1 (Fragment),Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
988,sp,P86092,VM3LB_BOTLC,Zinc metalloproteinase leucurolysin-B (Fragment),Bothrops leucurus,157295,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
989,sp,P28891,VM1F_AGKCO,Snake venom metalloproteinase fibrolase,Agkistrodon contortrix contortrix,8713,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
990,sp,C0L2T8,VM2C1_CRODO,Zinc metalloproteinase/disintegrin,Crotalus durissus collilineatus,221569,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),val
991,sp,D6PXE8,VM3B_NAJAT,Zinc metalloproteinase-disintegrin-like atrase-B,Naja atra,8656,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
992,sp,Q2LD49,VM3TM_TRIST,Zinc metalloproteinase-disintegrin-like TSV-DM,Trimeresurus stejnegeri,39682,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
993,sp,P0DL29,VM1_BOTPI,Snake venom metalloproteinase BpirMP (Fragment),Bothrops pirajai,113192,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
994,sp,Q8UVG0,VM3BE_BOTER,Zinc metalloproteinase-disintegrin-like berythractivase,Bothrops erythromelas,44710,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
995,sp,P0C6E8,VM3G1_CRAGM,Zinc metalloproteinase/disintegrin (Fragment),Craspedocephalus gramineus,8767,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
996,sp,P0DM89,VM32A_GLOBR,Zinc metalloproteinase-disintegrin-like brevilysin H2a,Gloydius brevicauda,3148161,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
997,sp,B8K1W0,VM3DK_DABRR,Zinc metalloproteinase-disintegrin-like daborhagin-K,Daboia russelii,8707,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
998,sp,P83255,VM1F_MACLB,Snake venom metalloproteinase fibrolase,Macrovipera lebetinus,3148341,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
999,sp,Q1PHZ4,VM3B1_BOTJR,Zinc metalloproteinase-disintegrin-like BjussuMP-1 (Fragment),Bothrops jararacussu,8726,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1000,sp,P22796,VM1H2_LACMU,Snake venom metalloproteinase hemorrhagic factor 2,Lachesis muta muta,8753,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1001,sp,Q10749,VM3M1_NAJMO,Snake venom metalloproteinase-disintegrin-like mocarhagin,Naja mossambica,8644,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1002,sp,A2TK72,VM3A2_DEIAC,Zinc metalloproteinase recombinant fibrinogenase II (Fragment),Deinagkistrodon acutus,36307,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1003,sp,O93523,VM3BP_BOTJA,Zinc metalloproteinase-disintegrin-like bothropasin,Bothrops jararaca,8724,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1004,sp,Q6T271,VM2BI_BITGA,Zinc metalloproteinase/disintegrin (Fragment),Bitis gabonica,8694,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1005,sp,Q4VM08,VM3VA_MACLB,Zinc metalloproteinase-disintegrin-like VLAIP-A,Macrovipera lebetinus,3148341,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1006,sp,A0A0B4U9L8,VMF1_VIPAA,Zinc metalloproteinase-disintegrin-like protein F1,Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1007,sp,P0C6S0,VM1B1_BOTPA,Snake venom metalloproteinase BnP1 (Fragment),Bothrops pauloensis,1042543,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1008,sp,P20164,VM3HB_PROFL,Zinc metalloproteinase-disintegrin-like HR1b,Protobothrops flavoviridis,88087,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1009,sp,Q9I9R4,VM1N_BOTPA,Snake venom metalloproteinase neuwiedase (Fragment),Bothrops pauloensis,1042543,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1010,sp,P0C7A9,VM1BJ_BOTJA,Snake venom metalloproteinase bothrojaractivase (Fragment),Bothrops jararaca,8724,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1011,sp,U3KRG1,VM1T1_PROMU,Snake venom metalloproteinase TM-1,Protobothrops mucrosquamatus,103944,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1012,sp,P30403,VM2RH_CALRH,Zinc metalloproteinase/disintegrin,Calloselasma rhodostoma,8717,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1013,sp,Q98995,VM2L2_MACLB,Zinc metalloproteinase/disintegrin,Macrovipera lebetinus,3148341,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1014,sp,Q9PW36,VM1AC_DEIAC,Snake venom metalloproteinase acutolysin-C,Deinagkistrodon acutus,36307,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1015,sp,P0DJJ1,VM3AH_NAJAT,Zinc metalloproteinase atrahagin (Fragment),Naja atra,8656,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1016,sp,P20165,VM1T2_PROFL,Snake venom metalloproteinase trimerelysin-2,Protobothrops flavoviridis,88087,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1017,sp,A8QL49,VM3_BUNMU,Zinc metalloproteinase-disintegrin-like BmMP,Bungarus multicinctus,8616,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1018,sp,C0HJU2,VM11_BOTPA,Snake venom metalloproteinase BpMP-1 (Fragment),Bothrops pauloensis,1042543,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1019,sp,P34179,VM12_CROAD,Snake venom metalloproteinase adamalysin-2,Crotalus adamanteus,8729,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1020,sp,D8VNS0,VM3_CERRY,Zinc metalloproteinase-disintegrin-like,Cerberus rynchops,46267,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),test
1021,sp,P0C6S6,VMXJ4_BOTJA,Snake venom metalloproteinase jararafibrase-4 (Fragment),Bothrops jararaca,8724,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1022,sp,Q8AWX7,VM2AG_GLOHA,Zinc metalloproteinase-disintegrin agkistin,Gloydius halys,8714,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1023,sp,V5TBK6,VMH4A_VIPAA,Zinc metalloproteinase-disintegrin-like protein H4 subunit A,Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1024,sp,Q90YA6,VM2E2_PROEL,Zinc metalloproteinase/disintegrin,Protobothrops elegans,88086,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1025,sp,A0A6B7FMR5,VMMP3_VIPAA,Disintegrin-like/cysteine-rich protein MPIII-3,Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1026,sp,E9NW26,VM2P1_PROMU,Zinc metalloproteinase/disintegrin PMMP-1,Protobothrops mucrosquamatus,103944,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1027,sp,P0DM88,VM3_PROJR,Zinc metalloproteinase-disintegrin-like jerdohagin (Fragment),Protobothrops jerdonii,242841,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1028,sp,F8RKW0,VM38_DRYCN,Zinc metalloproteinase-disintegrin-like MTP8,Drysdalia coronoides,66186,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1029,sp,O73795,VM2MB_GLOBR,Zinc metalloproteinase/disintegrin,Gloydius brevicauda,3148161,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1030,sp,C0HL97,VM3_CROVE,Zinc metalloproteinase-disintegrin-like uracoina-1 (Fragment),Crotalus vegrandis,184545,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1031,sp,E9NW27,VM2P2_PROMU,Zinc metalloproteinase/disintegrin PMMP-2,Protobothrops mucrosquamatus,103944,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1032,sp,Q7LZ61,VM3CX_DABSI,Coagulation factor X-activating enzyme heavy chain,Daboia siamensis,343250,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1033,sp,Q3HTN1,VM3SA_TRIST,Zinc metalloproteinase-disintegrin-like stejnihagin-A,Trimeresurus stejnegeri,39682,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1034,sp,Q9PWJ0,VM2A2_DEIAC,Zinc metalloproteinase/disintegrin,Deinagkistrodon acutus,36307,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1035,sp,Q90220,VM2H1_GLOHA,Zinc metalloproteinase/disintegrin,Gloydius halys,8714,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1036,sp,P0DJH2,VM3AL_TRIAB,Zinc metalloproteinase-disintegrin-like alborhagin (Fragment),Trimeresurus albolabris,8765,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1037,sp,Q6X1T6,VM3E6_ECHOC,Zinc metalloproteinase-disintegrin-like EoMP06 (Fragment),Echis ocellatus,99586,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1038,sp,P0C8I7,VM3FA_VIPAA,Factor X-activator 1 heavy chain (Fragment),Vipera ammodytes ammodytes,8705,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1039,sp,P0C7N3,VM3CR_CROVV,Zinc metalloproteinase-disintegrin-like crovidisin (Fragment),Crotalus viridis viridis,8742,1,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
1040,sp,O93515,VM2S3_GLOBR,Zinc metalloproteinase-disintegrin salmosin-3 (Fragment),Gloydius brevicauda,3148161,2,Clustered_Snake_Venom_Metalloproteinases(SVMP),train
